Utterance,Emotion,Sentiment,Arousal
I-I studied evolution.,joy,positive,-0.0246666666666666
Monkey into man?,anger,negative,-0.0339999999999999
"Plus, I’m a doctor, and I had a monkey.",neutral,neutral,-0.0044444444444444
I’m Doctor Monkey!,anger,negative,-0.0133333333333333
You are both idiots.,disgust,negative,-0.0014999999999999
Now let it go!,anger,negative,-0.2045
Is not.,anger,negative,0.0
"Hey everybody, Rachel was so good today. She didn't gossip at all.",joy,positive,-0.03175
I didn’t!,joy,positive,0.0
"Even when I found out…umm, all right, well let's just say I found something out something about someone and let's just say she's gonna keep it.",neutral,neutral,-0.088
"Hey, Pheebs! Check-check this out.",joy,positive,-0.0412
"Ooh, you nailed the Old Lady!",surprise,positive,-0.0249999999999999
"Yeah listen so, I thought I was getting better, so on my way home today I stopped by this guitar store and",neutral,neutral,-0.1112727272727272
Give me your hands.  Strings. Gimme it!  Pick. Do you want to learn to play guitar?,anger,negative,-0.0134999999999999
Then don't touch one!!,anger,negative,-0.126
Thanks!,joy,positive,-0.056
"All right, we'll start off slow. The only thing you have to do tonight is come up with the name of your main character.",neutral,neutral,-0.1160833333333333
Done!,joy,positive,-0.138
And it can't be Joey.,neutral,neutral,-0.152
It's not.,neutral,neutral,-0.141
Or Joseph.,neutral,neutral,0.0
"Hi! Hey, Pete you’re back! Hey, check this out.",joy,positive,-0.0009999999999999
Wow! You’re a lot sturdier that Chandler. He crumpled like a piece of paper. So how was you’re trip?,surprise,positive,-0.1257368421052631
Well...,neutral,neutral,-0.259
"Oh, what’d ya bring me?!",joy,positive,-0.016
"Awww, hotel toiletries from Japan.",joy,positive,-0.2622
"Oh, these are gonna go in my permanent collection.",joy,positive,-0.0154444444444444
"Yeah, sure, that’d be great.",neutral,neutral,-0.1936
Regular or decaf?,neutral,neutral,-0.3253333333333333
"Ah, which ever is closest.",neutral,neutral,-0.0412
I bought a restaurant and I would like you to be the head chef.,joy,positive,-0.1088571428571428
Where've you been?,neutral,neutral,-0.2346666666666666
At the vet.,neutral,neutral,-0.0666666666666666
"She's not gonna make you wear one of those big plastic cones, is she?",fear,negative,-0.0742142857142857
So what does this mean?,neutral,neutral,-0.0696
Aww man! I can’t believe I locked myself out again!,anger,negative,-0.0456
"But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.",surprise,positive,-0.0388
May I come in?,neutral,neutral,-0.229
"Uh, yeah, if you want too.",neutral,neutral,-0.0056666666666666
"Yeah, sure?",neutral,neutral,-0.389
"Okay Rach, before anything happens  I just want to lay down a couple of ground rules.",neutral,neutral,-0.0765294117647058
This is just about tonight.,neutral,neutral,-0.0356
I just want this to be  about what it is!,joy,positive,-0.0429090909090909
"And um, what-what is that Ross?",neutral,neutral,-0.0348333333333333
"Noo!! No! You thought, you actually thought I wanted to have sex with you?!",anger,negative,-0.0059999999999999
No! No!  No!  No-no-no-no.,joy,positive,0.0
Ah Joey.,neutral,neutral,0.0
Joey Tribbiani.,neutral,neutral,0.0
"Aw come on Joey, it's easy.",neutral,neutral,-0.2259999999999999
"Y'know, it's hand, hand, head, head,  up, pas de bouree, pas de bouree, big turn here, grand sissone, sissone, sissone, slide back, step, step, step, and jazz hands!",neutral,neutral,-0.0918620689655172
"It's ah, step-ity, step and jazz hands.",sadness,negative,-0.1839999999999999
Wow! Fortunately she has a,surprise,negative,-0.0834
"Oh, I so can't believe this! My uterus is an inhospitable environment? I was trying so hard to be a good hostess!",surprise,negative,-0.0532272727272727
"Oh, I can't believe my sperm have low motility because, let me tell you, when I was growing up they sure seem to be in a hurry to get places!",surprise,negative,-0.0584666666666666
I'm sorry there wasn't better news from your test last week but I wanted to talk to you about your options.,neutral,neutral,-0.0764285714285714
"Above all, even though your chances of conceiving through natural means aren't great, you never know!",neutral,neutral,-0.0774374999999999
"So, keep having sex on a regular basis.",neutral,neutral,-0.0792499999999999
"Well, y'know, monogamy can be a, uh, tricky concept. I mean, anthropologically speaking-",neutral,neutral,-0.1169230769230769
"Fine. Fine, alright, now you'll never know.",anger,negative,-0.2699999999999999
Yeah! C'mon!,joy,positive,-0.121
"Alright. There's a theory, put forth by Richard Leakey-",neutral,neutral,-0.0161111111111111
"No, she's at a faculty meeting.",neutral,neutral,-0.0063333333333333
Come in.,neutral,neutral,-0.231
"Thanks. Yeah, Carol borrowed it for a class, and I have to get it back to the museum.",neutral,neutral,-0.1334444444444444
What's it look like?,neutral,neutral,-0.1795
Kinda like a big face without skin.,neutral,neutral,-0.206
"Yes, I'm familiar with the concept. We can just look for it.",neutral,neutral,-0.081
"Ok.  Wow, you guys sure have a lot of books about bein' a lesbian.",surprise,positive,-0.1543999999999999
"Well, you know, you have to take a course. Otherwise, they don't let you do it.",neutral,neutral,-0.0823125
"Hey, hey, Yertle the Turtle. A classic.",joy,positive,-0.2469999999999999
"Actually, I'm reading it to the baby.",neutral,neutral,-0.1694285714285714
"The uh, the baby that hasn't been born yet? Wouldn't that mean you're... crazy?",surprise,positive,-0.0161428571428571
"What, you don't think they can hear sounds in there?",joy,positive,-0.0356
"You're not serious, I mean, you really... you really talk to it?",surprise,negative,-0.0621666666666666
I have no idea what you just said.,neutral,neutral,-0.0125
Put Joey on the phone.,neutral,neutral,-0.1032
I'm trppd... in an ATM vstbl... wth,fear,negative,-0.0045714285714285
"Oh my God! He's trapped in an ATM vestibule with Jill Goodacre!  Chandler, listen.",surprise,positive,-0.0248
"Yeah, like that thought never entered my mind.",neutral,neutral,-0.162625
and that was all before 10 o’clock.,neutral,neutral,-0.0377142857142857
The caterer rang and said it was going to be Chicken Kiev instead of Chicken Tarragon.,neutral,neutral,-0.0696249999999999
And then the florist phoned to say there aren’t any tulips.,neutral,neutral,-0.0771818181818181
"Whoa-whoa-whoa! Emily,  honey, okay?",surprise,negative,-0.0884
Where’s Chandler?,neutral,neutral,-0.048
"Ah, he can’t make it, he said he had to his...  Whoa-oh!",surprise,negative,-0.0339999999999999
Joey? Joey Tribbiani?,neutral,neutral,0.0
Joey I can see you okay? You’re hiding behind the coats.,neutral,neutral,-0.1570909090909091
"Okay listen, just give me anything I can make two of.",neutral,neutral,-0.1756363636363636
"Yeah, are you just going down there to gawk at that hot girl with the belly button ring again?",anger,negative,-0.0222631578947368
Yeah! You wanna come?,joy,positive,-0.195
Fine.,neutral,neutral,-0.52
All right. We're gonna go.  It's not for another six hours. We're gonna go then.,neutral,neutral,-0.0599999999999999
What’s the matter?,sadness,negative,-0.0979999999999999
Someone on the subway licked my neck! Licked my neck!!,disgust,negative,-0.1646
Oh Willie’s still alive!,surprise,positive,-0.1815
What are you guys doing?,neutral,neutral,-0.044
"Oh, my mom called, they’re gonna run our engagement announcement in the local paper, so we’re looking for a good picture of us.",joy,positive,-0.0345652173913043
"That’s not true, there are great pictures of us!",surprise,positive,-0.0353333333333333
"No, there are great pictures of you standing next to a guy who’s going like this",neutral,neutral,-0.03525
"I don’t know what it is, I just can’t take a good picture.",sadness,negative,-0.0836923076923077
"Oh, here’s a great one.",joy,positive,-0.0171999999999999
"Yeah, I’m not in that.",neutral,neutral,-0.0482
"I know, but look at me: all tan.",joy,positive,-0.0625
"Hey, why don’t you guys go get portraits done by a professional photographer.",neutral,neutral,-0.0496153846153846
That’s a good idea! I bet they have one of those wind machines! Y’know,joy,positive,-0.0444285714285714
"Yeah that’s great! Next to that, Chandler won’t look so stupid.",neutral,neutral,-0.0259090909090909
Chandler what do you say?,neutral,neutral,-0.0668
Gimme them!,anger,negative,0.0
No! They are mine!,anger,negative,-0.041
You just wanna each take one?,neutral,neutral,-0.0569999999999999
Yeah that seems fair. We never use them.,neutral,neutral,-0.0207499999999999
Well,neutral,neutral,-0.259
Why don’t you phase it out?,neutral,neutral,-0.0024999999999999
"Yeah, fade the accent out and people will think you’re, y’know, that you’re adjusting to life in America.",anger,negative,-0.0666111111111111
"Yeah, I mean, come on Ross, no one will even notice. I mean they’re probably not even listening!",neutral,neutral,-0.0942222222222222
They’re not listening too me?,surprise,negative,0.0
Monica you really think I should try this phasing out thing?,neutral,neutral,-0.0613636363636363
I think you look fine.,neutral,neutral,-0.1692
